금융회사명,상품명,가입방법,상환 방식,우대조건,가입대상,금리유형,적립유형,저축기간(개월),기본금리(%),최고우대금리(%),금융권,최저 금리(%),대출한도,만기이자
광주은행,KJB 새희망홀씨II(대환),영업점,원금균등분할상환대출 : 최대 5년 이내(거치기간 없음),정보 없음,"성년(성년의제 제외)인 근로소득자(일용근로자 포함), 개인사업자, 연금소득자 중 연소득 3,500만원 이하의 고객
대환 대상 대출의 거래기간이 1년 이상(최소 1계좌 이상)
제외대상 고객
대환 제외대상 계좌
단, 외부 개인신용평점이 하위 100분의 20에 해당하는 경우 연소득 4,500만원 이하의 고객
금융기관 연체대출금 보유자, 신용도판단정보등록 고객 등 광주은행에서 정한 여신 비적격자
미성년자, 외국인(재외국인 포함)
무소득자
아파트 중도금대출, 전세자금대출(증빙된 보증서, 보험증권, 지급보증서로 담보 설정된 대출), 보증서대출, 차량구입관련대출, 현금서비스 이용금액
기업대출
성년(성년의제 제외)인 근로소득자(일용근로자 포함), 개인사업자, 연금소득자 중 연소득 3,500만원 이하의 고객
단, 외부 개인신용평점이 하위 100분의 20에 해당하는 경우 연소득 4,500만원 이하의 고객
 대환 대상 대출의 거래기간이 1년 이상(최소 1계좌 이상)
 제외대상 고객
금융기관 연체대출금 보유자, 신용도판단정보등록 고객 등 광주은행에서 정한 여신 비적격자
미성년자, 외국인(재외국인 포함)
무소득자
 대환 제외대상 계좌
아파트 중도금대출, 전세자금대출(증빙된 보증서, 보험증권, 지급보증서로 담보 설정된 대출), 보증서대출, 차량구입관련대출, 현금서비스 이용금액
기업대출","변동금리 : 신잔액 COFIX 12개월
변동금리 : 신잔액 COFIX 12개월",해당없음,정보 없음,10.16,정보 없음,2금융권,10.16,정보 없음,정보 없음
SC제일은행,새희망홀씨2,"영업점 방문, 모바일 신청, 서민금융진흥원 맞춤대출 상담, 영업점 방문, 모바일 신청, 서민금융진흥원 맞춤대출 상담",원리금균등분할상환,정보 없음,"만 19세이상으로 당행 신용평가 시스템(은행내부 신용등급 1~5등급 이내)에 의해 승인 받은 급여생활자 (재직 또는 사업영위 6개월 초과)
연소득 40백만원 이하인자(NICE 신용평가정보㈜의 신용평점(CB평점)이 749점 초과인 고객)
또는 NICE 신용평가정보㈜의 개인신용평점이 하위 100분의 20(NICE 신용평가정보㈜의 신용평점(CB평점)이 749점 이하인 고객)에 해당하는 연소득 50백만원 이하인 자(단, 모바일로 신청시 상기조건을 충족한 급여생활자만 상담 및 신청가능)
만 19세이상으로 당행 신용평가 시스템(은행내부 신용등급 1~5등급 이내)에 의해 승인 받은 급여생활자 (재직 또는 사업영위 6개월 초과)
연소득 40백만원 이하인자(NICE 신용평가정보㈜의 신용평점(CB평점)이 749점 초과인 고객)
또는 NICE 신용평가정보㈜의 개인신용평점이 하위 100분의 20(NICE 신용평가정보㈜의 신용평점(CB평점)이 749점 이하인 고객)에 해당하는 연소득 50백만원 이하인 자(단, 모바일로 신청시 상기조건을 충족한 급여생활자만 상담 및 신청가능)","변동금리
변동금리",해당없음,60,10.27,정보 없음,2금융권,10.27,정보 없음,정보 없음
케이뱅크,비상금대출,정보 없음,"· 한도대출(마이너스통장) : 대출기간 중에는 한도내에서 수시로 상환 및 재사용이 가능하며, 대출기간 종료 시 (만기일)에 대출잔액 및 상환시점 미납이자를 모두 상환합니다.
· 한도대출(마이너스통장) : 대출기간 중에는 한도내에서 수시로 상환 및 재사용이 가능하며, 대출기간 종료 시 (만기일)에 대출잔액 및 상환시점 미납이자를 모두 상환합니다.","없음, 없음","· 만 19세 이상의 내국인 
· 서울보증보험 보험증권 발급이 가능한 고객 
· 케이뱅크 내부 심사기준을 충족하는 고객
· 만 19세 이상의 내국인 
· 서울보증보험 보험증권 발급이 가능한 고객 
· 케이뱅크 내부 심사기준을 충족하는 고객","변동금리
변동금리",해당없음,정보 없음,7.03,정보 없음,2금융권,7.03,정보 없음,정보 없음
국민은행,KB 사잇돌 중금리대출,"모바일,인터넷,영업점","원(리)금균등 분할상환(거치기간 없음) : 12개월 이상 ~ 60개월 이내(월 단위 신청 가능)
원(리)금균등 분할상환(거치기간 없음) : 12개월 이상 ~ 60개월 이내(월 단위 신청 가능)","최고 연 0.6%p 우대, ① 「KB새희망홀씨Ⅱ」 성실상환 우대금리 : 연 0.5%p, ② 계좌통합조회 동의 고객 우대금리 : 연 0.1%p, 성실상환 고객 금리인하 : 대출신규 후 매1년마다 금리산정기간(12개월)동안 납입지연일수가 없는 고객은 연 0.3%p씩 금리가 추가 인하되어 적용, 대출신청일 현재 기존보유 「KB새희망홀씨Ⅱ(「KB새희망홀씨」, 「KB새희망홀씨 긴급생계자금」 포함)」 대출을 최근 1년 이상 납입지연일수주) 없이 성실상환 중인 고객, 주) 「KB 새희망홀씨Ⅱ(「KB새희망홀씨」, 「KB 새희망홀씨 긴급생계자금」 포함)」 대출을 복수로 보유한 경우 납입지연일수 합산, 대출신청일 현재 은행권 대출심사용 계좌조회시스템 조회에 동의하고, 시스템 조회 결과 계좌총잔고가 0원보다 큰 경우, 최고 연 0.6%p 우대,  ① 「KB새희망홀씨Ⅱ」 성실상환 우대금리 : 연 0.5%p, 대출신청일 현재 기존보유 「KB새희망홀씨Ⅱ(「KB새희망홀씨」, 「KB새희망홀씨 긴급생계자금」 포함)」 대출을 최근 1년 이상 납입지연일수주) 없이 성실상환 중인 고객, 주) 「KB 새희망홀씨Ⅱ(「KB새희망홀씨」, 「KB 새희망홀씨 긴급생계자금」 포함)」 대출을 복수로 보유한 경우 납입지연일수 합산,  ② 계좌통합조회 동의 고객 우대금리 : 연 0.1%p, 대출신청일 현재 은행권 대출심사용 계좌조회시스템 조회에 동의하고, 시스템 조회 결과 계좌총잔고가 0원보다 큰 경우,  성실상환 고객 금리인하 : 대출신규 후 매1년마다 금리산정기간(12개월)동안 납입지연일수가 없는 고객은 연 0.3%p씩 금리가 추가 인하되어 적용","서울보증보험(주)의 보험증권 발급이 가능한 급여소득자, 사업소득자, 공적연금소득자 중 아래 기준을 충족하고 증빙서류 제출이 가능한 개인고객
급여소득자 : 현직장 재직기간 3개월 이상, 연소득 1,500만원 이상
사업소득자 : 현 사업영위기간 6개월 이상, 연소득 1,000만원 이상
공적연금(국민연금, 공무원연금, 군인연금, 사학연금) 소득자 : 연금수령 1회 이상, 연소득 1,000만원 이상
서울보증보험(주)의 보험증권 발급이 가능한 급여소득자, 사업소득자, 공적연금소득자 중 아래 기준을 충족하고 증빙서류 제출이 가능한 개인고객
급여소득자 : 현직장 재직기간 3개월 이상, 연소득 1,500만원 이상
사업소득자 : 현 사업영위기간 6개월 이상, 연소득 1,000만원 이상
공적연금(국민연금, 공무원연금, 군인연금, 사학연금) 소득자 : 연금수령 1회 이상, 연소득 1,000만원 이상","변동금리 : 금융채12개월
변동금리 : 금융채12개월",해당없음,정보 없음,8.63,0.6,2금융권,8.63,정보 없음,정보 없음
케이뱅크,사잇돌 대출,정보 없음,"· 원리금균등분할상환 : 대출금액과 이자금액의 합계액을 대출기간 개월 수로 
균등하게 나누어 산정한 분할상환 원리금을 매월 납부합니다.
· 원리금균등분할상환 : 대출금액과 이자금액의 합계액을 대출기간 개월 수로 
균등하게 나누어 산정한 분할상환 원리금을 매월 납부합니다.","없음, 없음","· 만 19세 이상의 직장인 및 개인사업자 
* 직장인 : 3개월 이상 재직하고 연소득 1,500만원 이상인 고객
* 개인사업자 : 단독명의 개인사업자로 휴,폐업 없이 현재 6개월 이상 정상적으로 사업을 영위중에 있고, 홈택스 기준 직전년도 신고소득이 1,000만원 이상인 고객
· 케이뱅크 내부 심사기준을 충족하는 고객
· 서울보증보험의 보험증권 발급이 가능한 고객
· 만 19세 이상의 직장인 및 개인사업자 
* 직장인 : 3개월 이상 재직하고 연소득 1,500만원 이상인 고객
* 개인사업자 : 단독명의 개인사업자로 휴,폐업 없이 현재 6개월 이상 정상적으로 사업을 영위중에 있고, 홈택스 기준 직전년도 신고소득이 1,000만원 이상인 고객
· 케이뱅크 내부 심사기준을 충족하는 고객
· 서울보증보험의 보험증권 발급이 가능한 고객",정보 없음,해당없음,60,8.98,정보 없음,2금융권,8.98,정보 없음,정보 없음
우리금융저축은행,사잇돌2,"뱅크샐러드 내 통합한도조회, 뱅크샐러드 내 통합한도조회","원리금균등상환(매달 일정한 금액으로 원금 및 이자 납입)
원리금균등상환(매달 일정한 금액으로 원금 및 이자 납입)",정보 없음,"· 만20세 이상 내국인
· 급여소득자 : 재직 5개월 이상, 연소득 1,200만원 이상
· 서울보증보험의 보증서 발급이 가능한 고객
· SGI서울보증 내부 심사기준 통과자 (단, 신용관리대상자 및 채무불이행/연체중인 고객 대출 불가)
· 만20세 이상 내국인
· 급여소득자 : 재직 5개월 이상, 연소득 1,200만원 이상
· 서울보증보험의 보증서 발급이 가능한 고객
· SGI서울보증 내부 심사기준 통과자 (단, 신용관리대상자 및 채무불이행/연체중인 고객 대출 불가)","고정금리
고정금리",해당없음,60,13.49,정보 없음,2금융권,13.49,정보 없음,정보 없음
KB저축은행,KB사잇돌2대출(표준형),"모바일,인터넷","원리금균등분할상환 : 6개월 ~ 60개월 (6개월 단위 운영)
원리금균등분할상환 : 6개월 ~ 60개월 (6개월 단위 운영)",정보 없음,"직장인 : 소득증빙이 가능하며, 재직기간 5개월이상, 연소득 1,200만원이상
자영업자 : 소득증빙이 가능하며, 현 사업 영위기간 4개월이상, 연소득 600만원 이상
직장인 : 소득증빙이 가능하며, 재직기간 5개월이상, 연소득 1,200만원이상
 자영업자 : 소득증빙이 가능하며, 현 사업 영위기간 4개월이상, 연소득 600만원 이상",정보 없음,해당없음,정보 없음,13.8,정보 없음,2금융권,13.8,정보 없음,정보 없음
융창저축은행,사잇돌2,정보 없음,"매월 원금균등분할, 매월 원리금균등분할
매월 원금균등분할, 매월 원리금균등분할",정보 없음," 급여소득자 : 보증신청일 현재5개월이상 재직자로서 연소득 1,200만원이상인자
 사업소득자 : 보증신청일 현재4개월이상 사업소득 발생자로서 연소득 600만원
              이상인자
 공통사항 : 만19세이상 / 나이스 신용평점 355점이상
 제외사항 : 부도, 금융 채무불이행자, 파산절차 진행 중인 자, 개인회생 및 
            보증사고 관련자 등
 급여소득자 : 보증신청일 현재5개월이상 재직자로서 연소득 1,200만원이상인자
 사업소득자 : 보증신청일 현재4개월이상 사업소득 발생자로서 연소득 600만원
              이상인자
 공통사항 : 만19세이상 / 나이스 신용평점 355점이상
 제외사항 : 부도, 금융 채무불이행자, 파산절차 진행 중인 자, 개인회생 및 
            보증사고 관련자 등","고정금리
고정금리",해당없음,60,15.79,정보 없음,2금융권,15.79,정보 없음,정보 없음
진주저축은행,사잇돌,"인터넷, 모바일, 자체앱, 인터넷, 모바일, 자체앱","원리금균등분할상환
원리금균등분할상환","최대 1.5%, 최대 1.5%","직장인, 연금소득자 / SGI의 신용보증심사결과 리스크 등급 8등급 이상인 고객
NICE의 신용평점 460점 이상인 고객
직장인, 연금소득자 / SGI의 신용보증심사결과 리스크 등급 8등급 이상인 고객
NICE의 신용평점 460점 이상인 고객","고정금리
고정금리",해당없음,60,15.99,1.5,2금융권,15.99,정보 없음,정보 없음
전북은행,위풍당당 중금리대출,"모바일,인터넷,영업점",정보 없음,정보 없음,"만 25세 이상 개인
전북은행 신용등급(결합) 7등급 이상 고객
[소득서류 증빙]
[소득서류 무증빙]
급여소득자 : 현 직장 재직기간 6개월 이상
연소득 : 1,000만원 이상
연소득 : 1,200만원 이상
만 25세 이상 개인
 전북은행 신용등급(결합) 7등급 이상 고객
 [소득서류 증빙]
급여소득자 : 현 직장 재직기간 6개월 이상
연소득 : 1,000만원 이상
 [소득서류 무증빙]
연소득 : 1,200만원 이상",정보 없음,해당없음,정보 없음,9.6,정보 없음,2금융권,9.6,정보 없음,정보 없음
고려저축은행,뉴플랜론III,"모바일, 웹, APP",원리금균등분할상환,해당사항 없음,"만20세이상 소득증빙이 가능한 급여소득자, 주부(단, 채무불이행자, 과다채무자, 군미필자 제외) NICE 신용평점 351점 이상인 자",고정금리,해당없음,정보 없음,17.14,정보 없음,2금융권,17.14,정보 없음,정보 없음
다올저축은행,Fi비상금,"모바일,인터넷,영업점","원리금균등분할, 만기일시상환 : 최장 60개월
원리금균등분할, 만기일시상환 : 최장 60개월",정보 없음,"만 32세 이상 소득있는 모든 고객
신용점수[NICE기준] 560점 이상
만 32세 이상 소득있는 모든 고객
 신용점수[NICE기준] 560점 이상","고정금리
고정금리",해당없음,정보 없음,18.19,정보 없음,2금융권,18.19,정보 없음,정보 없음
신한저축은행,참신한500,정보 없음,"원리금균등분할상환
원리금균등분할상환",정보 없음,"30세 이상 & NICE 신용평점 590점 이상 고객 중, 신용정보사 추정 연소득이 1,200만원 이상인 자(대학(원)생 제외)
30세 이상 & NICE 신용평점 590점 이상 고객 중, 신용정보사 추정 연소득이 1,200만원 이상인 자(대학(원)생 제외)","고정금리
고정금리",해당없음,36,18.88,정보 없음,2금융권,18.88,정보 없음,정보 없음
